Title,Url,Category,Views,Activity,Replies
Testing in Cayuga Lake,https://forum.openrov.com/t/testing-in-cayuga-lake/351,Open Talk,1.3k,Aug '15,12
Measuring distances/spatial orientation,https://forum.openrov.com/t/measuring-distances-spatial-orientation/211,Electronics,1.0k,Aug '15,4
Using a “Homeplug” for other ethernet devices?,https://forum.openrov.com/t/using-a-homeplug-for-other-ethernet-devices/3149,Open Talk,904,Aug '15,2
Are you watching the Okeanos Explorer at 2100 meters live right now?,https://forum.openrov.com/t/are-you-watching-the-okeanos-explorer-at-2100-meters-live-right-now/3184,Open Talk,661,Aug '15,1
Fail Safe,https://forum.openrov.com/t/fail-safe/150,Open Talk,1.6k,Aug '15,8
ROV used to clean up Sellafield nuclear site,https://forum.openrov.com/t/rov-used-to-clean-up-sellafield-nuclear-site/3179,Open Talk,982,Aug '15,1
Changing gamepad settings in the cockpit,https://forum.openrov.com/t/changing-gamepad-settings-in-the-cockpit/1364,Open Talk,1.6k,Aug '15,9
AV Video Camera,https://forum.openrov.com/t/av-video-camera/3168,Electronics,686,Aug '15,0
Additional Thruster option idea?,https://forum.openrov.com/t/additional-thruster-option-idea/3158,Open Talk,1.4k,Aug '15,3
Anyone try our the Open Source Navy bathymetric editor pfmabe?,https://forum.openrov.com/t/anyone-try-our-the-open-source-navy-bathymetric-editor-pfmabe/3145,Open Talk,2.1k,Aug '15,4
RPi-Cam-Web-Interface,https://forum.openrov.com/t/rpi-cam-web-interface/3138,Electronics,2.8k,Aug '15,5
Upgrading unix kernel to eliminate camera lag issues,https://forum.openrov.com/t/upgrading-unix-kernel-to-eliminate-camera-lag-issues/1105,Software,1.4k,Aug '15,10
Documentation for source code,https://forum.openrov.com/t/documentation-for-source-code/3140,Software,1.2k,Aug '15,4
12V output from board,https://forum.openrov.com/t/12v-output-from-board/3141,Electronics,1.4k,Aug '15,11
Keeping condensation from blocking camera view,https://forum.openrov.com/t/keeping-condensation-from-blocking-camera-view/1196,Hardware,2.8k,Aug '15,10
Mounting ESC in the water,https://forum.openrov.com/t/mounting-esc-in-the-water/591,Open Talk,1.0k,Aug '15,4
If the acrylic annealed for OpenROV?,https://forum.openrov.com/t/if-the-acrylic-annealed-for-openrov/2126,Open Talk,1.3k,Jul '15,8
On the ROV hydrodynamics. Improving shape,https://forum.openrov.com/t/on-the-rov-hydrodynamics-improving-shape/710,Open Talk,6.9k,Jul '15,54
Educational Project,https://forum.openrov.com/t/educational-project/3136,Project and Build Discussion,1.0k,Jul '15,0
Assembling questions,https://forum.openrov.com/t/assembling-questions/3129,Hardware,1.4k,Jul '15,12
ROV Suite 30.0.2 released,https://forum.openrov.com/t/rov-suite-30-0-2-released/3046,Software,5.3k,Jul '15,15
Use OpenROV electronics without video?,https://forum.openrov.com/t/use-openrov-electronics-without-video/3118,Electronics,919,Jul '15,4
Gas compensation?,https://forum.openrov.com/t/gas-compensation/560,Hardware,1.4k,Jul '15,5
Getting Camera to work,https://forum.openrov.com/t/getting-camera-to-work/460,Open Talk,724,Jul '15,4
Will a web cam operate with 3000 teather?,https://forum.openrov.com/t/will-a-web-cam-operate-with-3000-teather/3101,Open Talk,836,Jul '15,6
Tether reel guide,https://forum.openrov.com/t/tether-reel-guide/2155,Hardware,1.3k,Jul '15,1
Process of creating an OpenROV plugin,https://forum.openrov.com/t/process-of-creating-an-openrov-plugin/3098,Software,858,Jul '15,0
Fix Servo buzzing programmatically,https://forum.openrov.com/t/fix-servo-buzzing-programmatically/3059,Electronics,3.7k,Jul '15,3
Electrical Slip Ring for the Tether,https://forum.openrov.com/t/electrical-slip-ring-for-the-tether/349,Hardware,4.9k,Jul '15,26
Connection Problem on New Build,https://forum.openrov.com/t/connection-problem-on-new-build/764,Open Talk,994,Jul '15,7
External power supply connections,https://forum.openrov.com/t/external-power-supply-connections/3080,Open Talk,1.3k,Jul '15,4
Add new sensor - arduino code,https://forum.openrov.com/t/add-new-sensor-arduino-code/3076,Software,1.3k,Jul '15,3
Basic control,https://forum.openrov.com/t/basic-control/2138,Open Talk,1.9k,Jul '15,11
Need Advice - 200m ROV for Camera Platform,https://forum.openrov.com/t/need-advice-200m-rov-for-camera-platform/3066,Open Talk,1.2k,Jul '15,2
Avrdude: ser_recv(): programmer is not responding- Making my own ROV system using Beaglebone Black and Arduino,https://forum.openrov.com/t/avrdude-ser-recv-programmer-is-not-responding-making-my-own-rov-system-using-beaglebone-black-and-arduino/3050,Open Talk,2.7k,Jul '15,6
Beagle Bone does not power up consitently,https://forum.openrov.com/t/beagle-bone-does-not-power-up-consitently/2929,Electronics,2.9k,Jul '15,8
Virginia Beach AUVSI Roboboat Competition,https://forum.openrov.com/t/virginia-beach-auvsi-roboboat-competition/3057,Open Talk,901,Jul '15,3
How I finally got my v 2.5 homeplugs to connect!,https://forum.openrov.com/t/how-i-finally-got-my-v-2-5-homeplugs-to-connect/3052,Open Talk,602,Jul '15,0
Design for control API of OpenROV,https://forum.openrov.com/t/design-for-control-api-of-openrov/3002,Software,1.3k,Jul '15,5
v30.0.0 ROV FLASH image,https://forum.openrov.com/t/v30-0-0-rov-flash-image/3037,Software,757,Jul '15,0
What is the tether voltage used for?,https://forum.openrov.com/t/what-is-the-tether-voltage-used-for/1030,Hardware,1.3k,Jul '15,4
Tether material testing and wet plugs,https://forum.openrov.com/t/tether-material-testing-and-wet-plugs/842,Hardware,1.0k,Jul '15,5
Off-the-Shelf Tether Management System,https://forum.openrov.com/t/off-the-shelf-tether-management-system/1101,Hardware,2.5k,Jul '15,3
Antenna for GSM/Wifi,https://forum.openrov.com/t/antenna-for-gsm-wifi/149,Hardware,1.2k,Jul '15,4
Project: Sparky,https://forum.openrov.com/t/project-sparky/2996,Open Talk,900,Jul '15,4
Cannot see ‘settings’ and ‘software’ menus in cockpit,https://forum.openrov.com/t/cannot-see-settings-and-software-menus-in-cockpit/3017,Electronics,671,Jul '15,3
How I develop directly on the beaglebone,https://forum.openrov.com/t/how-i-develop-directly-on-the-beaglebone/2730,Software,1.8k,Jul '15,8
Trouble connecting with new Dev Img 30.1.0,https://forum.openrov.com/t/trouble-connecting-with-new-dev-img-30-1-0/3013,Software,1.2k,Jul '15,10
Investigating WebRTC MCU solution for tele-robotics applications,https://forum.openrov.com/t/investigating-webrtc-mcu-solution-for-tele-robotics-applications/2195,Software,4.3k,Jul '15,7
2 servos and a potted camera,https://forum.openrov.com/t/2-servos-and-a-potted-camera/3009,Electronics,628,Jun '15,0
Introducing the Lego ROV,https://forum.openrov.com/t/introducing-the-lego-rov/2998,Open Talk,830,Jun '15,0
New OpenROV Twist Lock Endcaps,https://forum.openrov.com/t/new-openrov-twist-lock-endcaps/2969,Open Talk,2.3k,Jun '15,10
How deep can I take the V2.6?,https://forum.openrov.com/t/how-deep-can-i-take-the-v2-6/938,Hardware,1.1k,Jun '15,4
GUI displays zero volts?,https://forum.openrov.com/t/gui-displays-zero-volts/2986,Electronics,796,Jun '15,3
Auto Boot from SD?,https://forum.openrov.com/t/auto-boot-from-sd/2987,Software,2.0k,Jun '15,2
Autonomous Control of OpenROV,https://forum.openrov.com/t/autonomous-control-of-openrov/2978,Open Talk,1.8k,Jun '15,8
Stingray in Lake Merritt,https://forum.openrov.com/t/stingray-in-lake-merritt/2965,Gallery,2.4k,Jun '15,2
Laser Cut Files - Identifying 3mm and 6mm Parts,https://forum.openrov.com/t/laser-cut-files-identifying-3mm-and-6mm-parts/1368,Open Talk,1.4k,Jun '15,4
"Bad ROV-day, almost lost my ROV",https://forum.openrov.com/t/bad-rov-day-almost-lost-my-rov/2915,Open Talk,1.3k,Jun '15,7
Introducing New 9V PWM Auxiliary Wires,https://forum.openrov.com/t/introducing-new-9v-pwm-auxiliary-wires/2952,Open Talk,2.9k,Jun '15,0
2.7 Glamor Shots,https://forum.openrov.com/t/2-7-glamor-shots/2948,Gallery,2.1k,Jun '15,1
Brownouts and motor power,https://forum.openrov.com/t/brownouts-and-motor-power/1126,Open Talk,1.1k,Jun '15,4
Openrov ordering lead time and shipping time,https://forum.openrov.com/t/openrov-ordering-lead-time-and-shipping-time/1084,Open Talk,1.4k,Jun '15,10
Getting Going Again,https://forum.openrov.com/t/getting-going-again/2932,Open Talk,680,Jun '15,2
Tether with 2 twisted pairs again: lessons learned,https://forum.openrov.com/t/tether-with-2-twisted-pairs-again-lessons-learned/2912,Hardware,991,Jun '15,0
"Suggestion for CTD, Ph sensors",https://forum.openrov.com/t/suggestion-for-ctd-ph-sensors/2923,Project and Build Discussion,960,Jun '15,0
Semi-permanent sealing of battery tube,https://forum.openrov.com/t/semi-permanent-sealing-of-battery-tube/2903,Hardware,1.7k,Jun '15,10
Suggestions for a DIY hydrophone?,https://forum.openrov.com/t/suggestions-for-a-diy-hydrophone/2819,Project and Build Discussion,6.3k,Jun '15,15
Confused with OpenROV Building Tutorial,https://forum.openrov.com/t/confused-with-openrov-building-tutorial/2901,Hardware,1.2k,Jun '15,3
Water/pressure proofing a pressure sensor,https://forum.openrov.com/t/water-pressure-proofing-a-pressure-sensor/803,Hardware,9.4k,Jun '15,10
A couple of Deepwater ROV videos on WWII wrecks,https://forum.openrov.com/t/a-couple-of-deepwater-rov-videos-on-wwii-wrecks/2807,Open Talk,1.1k,Jun '15,3
Steps to setup an external servo on a 2.7?,https://forum.openrov.com/t/steps-to-setup-an-external-servo-on-a-2-7/2860,Electronics,1.2k,Jun '15,7
Pikes in the lake,https://forum.openrov.com/t/pikes-in-the-lake/2883,Gallery,2.6k,Jun '15,5
Motor Control issues,https://forum.openrov.com/t/motor-control-issues/401,Open Talk,1.7k,Jun '15,13
Yale’s opensource Robotic hand library,https://forum.openrov.com/t/yales-opensource-robotic-hand-library/2373,Project and Build Discussion,1.2k,May '15,1
"OpenROV 2.7, Bad ESC?",https://forum.openrov.com/t/openrov-2-7-bad-esc/2880,Electronics,1.5k,May '15,5
IMU Debugging,https://forum.openrov.com/t/imu-debugging/2129,Electronics,4.7k,May '15,19
TrustFire charger with 3.7V 5000mAh Li-Ion batteries,https://forum.openrov.com/t/trustfire-charger-with-3-7v-5000mah-li-ion-batteries/438,Open Talk,9.8k,May '15,8
Deep version / version profunda,https://forum.openrov.com/t/deep-version-version-profunda/2382,Project and Build Discussion,2.0k,May '15,3
Thermal Imaging,https://forum.openrov.com/t/thermal-imaging/2876,Electronics,1.2k,May '15,4
Sunshade for your laptop,https://forum.openrov.com/t/sunshade-for-your-laptop/2873,Open Talk,761,May '15,1
Depth and Heading/IMU sensor board!,https://forum.openrov.com/t/depth-and-heading-imu-sensor-board/509,Electronics,3.3k,May '15,34
Antarctic SCINI ROV is now Open Source,https://forum.openrov.com/t/antarctic-scini-rov-is-now-open-source/2857,Open Talk,1.1k,May '15,2
Best coating for 3d print that goes underwater also best 3D filament,https://forum.openrov.com/t/best-coating-for-3d-print-that-goes-underwater-also-best-3d-filament/2806,Open Talk,798,May '15,0
Multiple Cameras,https://forum.openrov.com/t/multiple-cameras/357,Software,1.5k,May '15,7
“Unsupported software” after update to new software on BBB,https://forum.openrov.com/t/unsupported-software-after-update-to-new-software-on-bbb/2711,Electronics,1.7k,May '15,16
OpenROV #439 - insert name here,https://forum.openrov.com/t/openrov-439-insert-name-here/2849,Project and Build Discussion,1.6k,May '15,1
Auto-Exposure Function on the Webcam in the BeagleBone,https://forum.openrov.com/t/auto-exposure-function-on-the-webcam-in-the-beaglebone/2847,Software,767,May '15,1
Using an Xbox one controller?,https://forum.openrov.com/t/using-an-xbox-one-controller/2766,Open Talk,1.2k,May '15,3
Cloud9 IDE Issue,https://forum.openrov.com/t/cloud9-ide-issue/2752,Software,808,May '15,1
Motors Shut Off When Turning,https://forum.openrov.com/t/motors-shut-off-when-turning/1379,Open Talk,764,May '15,4
Specification of the new imu/depthsensor,https://forum.openrov.com/t/specification-of-the-new-imu-depthsensor/2804,Electronics,1.0k,May '15,4
Updating software on vanilla 2.5.1 image,https://forum.openrov.com/t/updating-software-on-vanilla-2-5-1-image/2779,Software,808,May '15,1
Using OpenROV image with BeagleBone only?,https://forum.openrov.com/t/using-openrov-image-with-beaglebone-only/2800,Electronics,1.1k,May '15,4
Battery exploded on charger,https://forum.openrov.com/t/battery-exploded-on-charger/2797,Electronics,1.1k,May '15,4
Anyone adding buoyancy to the tether?,https://forum.openrov.com/t/anyone-adding-buoyancy-to-the-tether/2791,Hardware,1.1k,May '15,2
Why do my batteries in the port side keep heating up?,https://forum.openrov.com/t/why-do-my-batteries-in-the-port-side-keep-heating-up/2786,Electronics,804,May '15,3
Build Log – OpenROV #599,https://forum.openrov.com/t/build-log-openrov-599/2788,Project and Build Discussion,1.1k,May '15,1
Gimbal Mounted Camera & Fatshark Goggles,https://forum.openrov.com/t/gimbal-mounted-camera-fatshark-goggles/2769,Open Talk,782,May '15,1
How to get the best and easiest video recordings from the ROV?,https://forum.openrov.com/t/how-to-get-the-best-and-easiest-video-recordings-from-the-rov/1343,Open Talk,2.2k,Apr '15,12
Starting new ROV model,https://forum.openrov.com/t/starting-new-rov-model/2746,Open Talk,1.1k,Apr '15,3
Corrosion on copper coil of motor,https://forum.openrov.com/t/corrosion-on-copper-coil-of-motor/2744,Open Talk,1.4k,Apr '15,3
Alternative wire robot-surface proposal,https://forum.openrov.com/t/alternative-wire-robot-surface-proposal/2743,Electronics,1.6k,Apr '15,4
OpenRov controller board issue,https://forum.openrov.com/t/openrov-controller-board-issue/834,Electronics,1.9k,Apr '15,8
Enclosure for Lipo batteries,https://forum.openrov.com/t/enclosure-for-lipo-batteries/2749,Open Talk,724,Apr '15,0
New to OpenROV // Question on Cloud9 connection to Beaglebone // to edit Arduino files,https://forum.openrov.com/t/new-to-openrov-question-on-cloud9-connection-to-beaglebone-to-edit-arduino-files/1347,Software,1.2k,Apr '15,3
Photos,https://forum.openrov.com/t/photos/735,Software,1.2k,Apr '15,9
BETA for OpenROV Image 30.0.0,https://forum.openrov.com/t/beta-for-openrov-image-30-0-0/2552,Software,2.9k,Apr '15,19
What ‘s my first practice step,https://forum.openrov.com/t/what-s-my-first-practice-step/2726,Open Talk,702,Apr '15,2
Invitation OpenROV Connect/Liveview Private Beta (limited spots),https://forum.openrov.com/t/invitation-openrov-connect-liveview-private-beta-limited-spots/2716,Software,943,Apr '15,0
OpenROV X1,https://forum.openrov.com/t/openrov-x1/1469,Project and Build Discussion,4.2k,Apr '15,18
Shipping for a battery,https://forum.openrov.com/t/shipping-for-a-battery/2700,Open Talk,687,Apr '15,1
Working on my first build,https://forum.openrov.com/t/working-on-my-first-build/870,Open Talk,2.4k,Apr '15,42
What should I use for motors in a small custom-built ROV?,https://forum.openrov.com/t/what-should-i-use-for-motors-in-a-small-custom-built-rov/2636,Open Talk,13.3k,Apr '15,9
"1/4” wall acrylic tube supplier, 3.75” ID",https://forum.openrov.com/t/1-4-wall-acrylic-tube-supplier-3-75-id/2667,Open Talk,1.1k,Apr '15,3
Connection of the ESC1 Esc2 Esc3 to the servo output controller board,https://forum.openrov.com/t/connection-of-the-esc1-esc2-esc3-to-the-servo-output-controller-board/2690,Electronics,755,Apr '15,1
Using OpenROVs for research - 120 dives later,https://forum.openrov.com/t/using-openrovs-for-research-120-dives-later/2679,Open Talk,1.3k,Apr '15,5
Starboard Motor Spins Slower Than Port After Successful Programming & Calibration,https://forum.openrov.com/t/starboard-motor-spins-slower-than-port-after-successful-programming-calibration/2108,Open Talk,1.4k,Apr '15,10
Cloud-9 Questions,https://forum.openrov.com/t/cloud-9-questions/2670,Open Talk,645,Apr '15,0
HiTec Servo Lock Ups,https://forum.openrov.com/t/hitec-servo-lock-ups/2669,Electronics,720,Apr '15,0
Trustfire batteries shut down when turning,https://forum.openrov.com/t/trustfire-batteries-shut-down-when-turning/2665,Electronics,714,Apr '15,2
Protective “roll bar”,https://forum.openrov.com/t/protective-roll-bar/2666,Project and Build Discussion,1.2k,Apr '15,2
OpenROV Controller Board API,https://forum.openrov.com/t/openrov-controller-board-api/1369,Open Talk,1.1k,Mar '15,5
MOOS and ROS,https://forum.openrov.com/t/moos-and-ros/684,Software,1.3k,Mar '15,1
[Plugin] CurlAPI,https://forum.openrov.com/t/plugin-curlapi/2658,Software,714,Mar '15,0
Quick Start of OpenROV,https://forum.openrov.com/t/quick-start-of-openrov/2630,Software,1.0k,Mar '15,5
3d Printed pressure hull in ABS,https://forum.openrov.com/t/3d-printed-pressure-hull-in-abs/2647,Hardware,1.7k,Mar '15,3
Integrating additional Sensors into ROV,https://forum.openrov.com/t/integrating-additional-sensors-into-rov/2638,Open Talk,736,Mar '15,0
Openrov form rc bait boat?,https://forum.openrov.com/t/openrov-form-rc-bait-boat/2623,Open Talk,1.2k,Mar '15,6
Alternative serial console for accessing the Arduino,https://forum.openrov.com/t/alternative-serial-console-for-accessing-the-arduino/2620,Project and Build Discussion,1.1k,Mar '15,0
Deep Blue Explore Build Log,https://forum.openrov.com/t/deep-blue-explore-build-log/2606,Project and Build Discussion,1.1k,Mar '15,0
How to compile arduino code on Arduino IDE,https://forum.openrov.com/t/how-to-compile-arduino-code-on-arduino-ide/2487,Software,1.7k,Mar '15,6
