name,url,,,
"Power to Homeplug, but no lights on main control board?",https://forum.openrov.com/t/power-to-homeplug-but-no-lights-on-main-control-board/1002,10,497,"
             2014-05-17 23:03:25 UTC
           "
Builders in Norway,https://forum.openrov.com/t/builders-in-norway/102,23,1.8k,"
             2012-07-13 19:41:01 UTC
           "
Vertical thruster running full speed,https://forum.openrov.com/t/vertical-thruster-running-full-speed/993,9,517,"
             2014-05-15 11:51:30 UTC
           "
Battery Packs Not Registering any Voltage,https://forum.openrov.com/t/battery-packs-not-registering-any-voltage/999,2,383,"
             2014-05-16 18:59:17 UTC
           "
Tiny missing acrylic part from 2.6 kit,https://forum.openrov.com/t/tiny-missing-acrylic-part-from-2-6-kit/988,3,342,"
             2014-05-14 19:34:18 UTC
           "
Canêt get software upgrade to work!,https://forum.openrov.com/t/cant-get-software-upgrade-to-work/479,19,1.3k,"
             2013-06-26 14:53:41 UTC
           "
Programmer not responding error while uploading arduino firmware,https://forum.openrov.com/t/programmer-not-responding-error-while-uploading-arduino-firmware/1001,0,1.1k,"
             2014-05-17 19:42:44 UTC
           "
Servo not working,https://forum.openrov.com/t/servo-not-working/1000,1,413,"
             2014-05-16 20:41:23 UTC
           "
Difficulty glueing propellor onto shaft,https://forum.openrov.com/t/difficulty-glueing-propellor-onto-shaft/998,2,255,"
             2014-05-16 16:09:38 UTC
           "
Removing Motor Bells,https://forum.openrov.com/t/removing-motor-bells/997,4,296,"
             2014-05-16 01:09:26 UTC
           "
ESC HELP Calibrating Arduino,https://forum.openrov.com/t/esc-help-calibrating-arduino/868,12,3.0k,"
             2014-03-14 10:57:08 UTC
           "
Looking for Epoxy alternative in Australia,https://forum.openrov.com/t/looking-for-epoxy-alternative-in-australia/991,1,684,"
             2014-05-15 06:28:58 UTC
           "
Measuring Continuity,https://forum.openrov.com/t/measuring-continuity/994,3,230,"
             2014-05-15 19:39:22 UTC
           "
Some openrov in Brazil?,https://forum.openrov.com/t/some-openrov-in-brazil/995,0,255,"
             2014-05-15 19:40:35 UTC
           "
One engine is all time running,https://forum.openrov.com/t/one-engine-is-all-time-running/820,6,536,"
             2014-02-23 16:01:11 UTC
           "
Connection Troubleshooting (v2.6),https://forum.openrov.com/t/connection-troubleshooting-v2-6/980,8,631,"
             2014-05-10 22:01:16 UTC
           "
Lights flicker,https://forum.openrov.com/t/lights-flicker/986,3,410,"
             2014-05-12 18:09:15 UTC
           "
ESCêS programming and calibrating problems,https://forum.openrov.com/t/escs-programming-and-calibrating-problems/987,0,325,"
             2014-05-13 09:27:16 UTC
           "
Computer requirements,https://forum.openrov.com/t/computer-requirements/984,3,484,"
             2014-05-11 20:16:39 UTC
           "
Newbie Questions,https://forum.openrov.com/t/newbie-questions/966,5,379,"
             2014-05-05 09:34:50 UTC
           "
DB-25 Section 12C?,https://forum.openrov.com/t/db-25-section-12c/983,5,450,"
             2014-05-11 18:20:12 UTC
           "
IMU Added - Dashboard/Camera dead [solved],https://forum.openrov.com/t/imu-added-dashboard-camera-dead-solved/982,3,448,"
             2014-05-11 18:08:12 UTC
           "
Trackstar ESC programming,https://forum.openrov.com/t/trackstar-esc-programming/975,1,543,"
             2014-05-08 20:52:37 UTC
           "
Noob question about battery pods,https://forum.openrov.com/t/noob-question-about-battery-pods/961,5,275,"
             2014-05-04 01:18:09 UTC
           "
Inflatable Silicone Robotic Manipulator,https://forum.openrov.com/t/inflatable-silicone-robotic-manipulator/827,10,3.9k,"
             2014-02-25 22:59:09 UTC
           "
More pictures on OpenExplorer?,https://forum.openrov.com/t/more-pictures-on-openexplorer/978,0,278,"
             2014-05-10 07:33:14 UTC
           "
What is this mystery capacitor?!,https://forum.openrov.com/t/what-is-this-mystery-capacitor/972,5,279,"
             2014-05-08 14:49:38 UTC
           "
Ghost In The Machine!,https://forum.openrov.com/t/ghost-in-the-machine/976,1,300,"
             2014-05-09 00:49:50 UTC
           "
Lost connection,https://forum.openrov.com/t/lost-connection/974,2,316,"
             2014-05-08 20:24:59 UTC
           "
Dual 40mm counter rotating prop thruster pod,https://forum.openrov.com/t/dual-40mm-counter-rotating-prop-thruster-pod/949,9,1.1k,"
             2014-04-29 19:18:28 UTC
           "
Interesting find in the Gulf of Mexico,https://forum.openrov.com/t/interesting-find-in-the-gulf-of-mexico/953,2,370,"
             2014-04-30 16:08:11 UTC
           "
Cockpit crash,https://forum.openrov.com/t/cockpit-crash/567,10,1.0k,"
             2013-09-14 21:11:39 UTC
           "
List of usable Cameras,https://forum.openrov.com/t/list-of-usable-cameras/968,0,327,"
             2014-05-06 07:37:17 UTC
           "
Dead Beaglebone Black,https://forum.openrov.com/t/dead-beaglebone-black/775,2,670,"
             2014-02-03 19:47:27 UTC
           "
Acrylic Missing?,https://forum.openrov.com/t/acrylic-missing/785,7,384,"
             2014-02-06 20:56:25 UTC
           "
Assembly Question End Cap Hole?,https://forum.openrov.com/t/assembly-question-end-cap-hole/697,4,451,"
             2013-12-23 03:06:21 UTC
           "
Simplifying the electronics stack,https://forum.openrov.com/t/simplifying-the-electronics-stack/934,1,223,"
             2014-04-20 22:42:10 UTC
           "
Wiring issue,https://forum.openrov.com/t/wiring-issue/926,2,335,"
             2014-04-19 00:59:47 UTC
           "
BlueView,https://forum.openrov.com/t/blueview/950,3,439,"
             2014-04-29 21:51:03 UTC
           "
Problem powering up 2.6 board,https://forum.openrov.com/t/problem-powering-up-2-6-board/955,2,291,"
             2014-04-30 19:51:17 UTC
           "
Battery end caps,https://forum.openrov.com/t/battery-end-caps/947,1,289,"
             2014-04-29 06:07:53 UTC
           "
US Bathymetry Data Site,https://forum.openrov.com/t/us-bathymetry-data-site/954,2,859,"
             2014-04-30 17:22:32 UTC
           "
Divetech Ltd are proud to offer the first ever ROV pilot / Technician Training course which follows the IMCA ROV training recommendations This practical course exceeds the IMCA ROV Training recommenda,https://forum.openrov.com/t/divetech-ltd-are-proud-to-offer-the-first-ever-rov-pilot-technician-training-course-which-follows-the-imca-rov-training-recommendations-this-practical-course-exceeds-the-imca-rov-training-recommenda/952,1,284,"
             2014-04-30 11:43:09 UTC
           "
Dual vertical thrusters?,https://forum.openrov.com/t/dual-vertical-thrusters/945,4,542,"
             2014-04-28 15:01:30 UTC
           "
Autopilot testing:,https://forum.openrov.com/t/autopilot-testing/941,5,1.1k,"
             2014-04-24 13:53:12 UTC
           "
IMU/Depth sensor instructions,https://forum.openrov.com/t/imu-depth-sensor-instructions/876,8,547,"
             2014-03-19 23:48:48 UTC
           "
Motors donêt move,https://forum.openrov.com/t/motors-dont-move/931,0,186,"
             2014-04-20 01:55:30 UTC
           "
Selection of camera,https://forum.openrov.com/t/selection-of-camera/860,2,431,"
             2014-03-11 13:35:36 UTC
           "
Water detector system,https://forum.openrov.com/t/water-detector-system/925,1,580,"
             2014-04-18 21:34:35 UTC
           "
Epoxy,https://forum.openrov.com/t/epoxy/704,5,864,"
             2013-12-27 18:00:54 UTC
           "
Problems on the final steps of the assembling,https://forum.openrov.com/t/problems-on-the-final-steps-of-the-assembling/921,5,339,"
             2014-04-17 19:35:54 UTC
           "
Faller as replacement for recommended acrylic cement,https://forum.openrov.com/t/faller-as-replacement-for-recommended-acrylic-cement/907,2,542,"
             2014-04-10 17:40:51 UTC
           "
Communication Issues,https://forum.openrov.com/t/communication-issues/908,5,509,"
             2014-04-10 20:58:12 UTC
           "
Outrunner part of the motor,https://forum.openrov.com/t/outrunner-part-of-the-motor/904,2,375,"
             2014-04-10 06:48:09 UTC
           "
Programming the ESC for –Dummies” ;),https://forum.openrov.com/t/programming-the-esc-for-dummies/905,2,651,"
             2014-04-10 07:03:17 UTC
           "
Please Help! ROV 2.4 shutting down as you take off in water,https://forum.openrov.com/t/please-help-rov-2-4-shutting-down-as-you-take-off-in-water/915,5,314,"
             2014-04-13 20:05:44 UTC
           "
Lifting capacity of the ROV?,https://forum.openrov.com/t/lifting-capacity-of-the-rov/441,8,1.4k,"
             2013-05-24 18:48:12 UTC
           "
General motor question,https://forum.openrov.com/t/general-motor-question/900,6,511,"
             2014-04-07 23:58:31 UTC
           "
Topside Adapter,https://forum.openrov.com/t/topside-adapter/753,10,1.3k,"
             2014-01-21 11:10:56 UTC
           "
"Trying to find good batteries from a good source, whereêd you get yours and what are they?",https://forum.openrov.com/t/trying-to-find-good-batteries-from-a-good-source-whered-you-get-yours-and-what-are-they/901,3,507,"
             2014-04-08 17:15:43 UTC
           "
V2.6 First Power-Up Issues,https://forum.openrov.com/t/v2-6-first-power-up-issues/902,6,457,"
             2014-04-08 18:50:46 UTC
           "
Voltage Problem,https://forum.openrov.com/t/voltage-problem/896,5,504,"
             2014-04-07 01:17:30 UTC
           "
Controller board does not power on,https://forum.openrov.com/t/controller-board-does-not-power-on/895,2,391,"
             2014-04-06 18:16:19 UTC
           "
UK PETG supplier,https://forum.openrov.com/t/uk-petg-supplier/892,0,190,"
             2014-04-02 15:48:54 UTC
           "
ESC Labeling Issues,https://forum.openrov.com/t/esc-labeling-issues/889,5,567,"
             2014-03-27 18:19:50 UTC
           "
Topside Adapter Problems,https://forum.openrov.com/t/topside-adapter-problems/888,3,353,"
             2014-03-27 16:08:05 UTC
           "
Cylinder End Caps,https://forum.openrov.com/t/cylinder-end-caps/891,0,298,"
             2014-03-30 17:28:49 UTC
           "
Motor Turns on by Itself,https://forum.openrov.com/t/motor-turns-on-by-itself/788,8,571,"
             2014-02-07 18:20:16 UTC
           "
Tenda Homeplug Adapter Version Identification,https://forum.openrov.com/t/tenda-homeplug-adapter-version-identification/890,0,931,"
             2014-03-28 17:57:59 UTC
           "
ESC Issues,https://forum.openrov.com/t/esc-issues/885,2,350,"
             2014-03-26 17:33:21 UTC
           "
Laser Led control,https://forum.openrov.com/t/laser-led-control/887,2,310,"
             2014-03-26 22:21:17 UTC
           "
Connection problems after depth-meter connection - solutions?,https://forum.openrov.com/t/connection-problems-after-depth-meter-connection-solutions/875,3,431,"
             2014-03-19 13:26:58 UTC
           "
Arduiono firmware old but no software load from web window,https://forum.openrov.com/t/arduiono-firmware-old-but-no-software-load-from-web-window/846,2,721,"
             2014-03-07 04:14:37 UTC
           "
UK/EU alternative to the epoxy listed in the BOM,https://forum.openrov.com/t/uk-eu-alternative-to-the-epoxy-listed-in-the-bom/874,8,363,"
             2014-03-18 23:45:04 UTC
           "
Can I get verification on this?,https://forum.openrov.com/t/can-i-get-verification-on-this/880,2,292,"
             2014-03-23 22:05:45 UTC
           "
Adding sensors,https://forum.openrov.com/t/adding-sensors/853,3,394,"
             2014-03-09 13:18:31 UTC
           "
Is Testorês Cement for plastics ok?,https://forum.openrov.com/t/is-testors-cement-for-plastics-ok/879,1,364,"
             2014-03-22 23:48:51 UTC
           "
Connecting ESCs,https://forum.openrov.com/t/connecting-escs/877,2,343,"
             2014-03-21 08:59:07 UTC
           "
Control Latency Issues,https://forum.openrov.com/t/control-latency-issues/838,4,583,"
             2014-03-03 05:34:36 UTC
           "
Challenge with the 2.6 controller board,https://forum.openrov.com/t/challenge-with-the-2-6-controller-board/861,3,408,"
             2014-03-11 18:27:33 UTC
           "
Polyester Sheathing,https://forum.openrov.com/t/polyester-sheathing/872,1,205,"
             2014-03-18 20:50:53 UTC
           "
One Batterie,https://forum.openrov.com/t/one-batterie/835,5,277,"
             2014-03-01 19:00:25 UTC
           "
DB-25 Question,https://forum.openrov.com/t/db-25-question/869,1,180,"
             2014-03-14 15:33:26 UTC
           "
Depth Module,https://forum.openrov.com/t/depth-module/865,3,321,"
             2014-03-13 19:47:15 UTC
           "
Misc questions from a new user,https://forum.openrov.com/t/misc-questions-from-a-new-user/734,5,592,"
             2014-01-11 21:53:25 UTC
           "
Connecting the Graupner threaded Prop to a 4mm smooth motor shaft,https://forum.openrov.com/t/connecting-the-graupner-threaded-prop-to-a-4mm-smooth-motor-shaft/854,2,679,"
             2014-03-10 04:44:03 UTC
           "
Struggling with DP-25 Connector and S bend of wire bundle,https://forum.openrov.com/t/struggling-with-dp-25-connector-and-s-bend-of-wire-bundle/830,2,351,"
             2014-02-27 12:45:00 UTC
           "
1/4” Thick Acrylic in BOM Links to 1/8” Acrylic,https://forum.openrov.com/t/1-4-thick-acrylic-in-bom-links-to-1-8-acrylic/840,2,413,"
             2014-03-03 17:58:23 UTC
           "
Problems with communications,https://forum.openrov.com/t/problems-with-communications/793,8,510,"
             2014-02-10 00:36:28 UTC
           "
Vertical Thruster Shroud and Guard,https://forum.openrov.com/t/vertical-thruster-shroud-and-guard/270,7,969,"
             2013-01-24 09:44:54 UTC
           "
End Caps on Main Assembly: Seal One Side?,https://forum.openrov.com/t/end-caps-on-main-assembly-seal-one-side/844,1,251,"
             2014-03-05 01:17:31 UTC
           "
"Camera, lights, motors stopped working _but can log into OpenROV and web site functions",https://forum.openrov.com/t/camera-lights-motors-stopped-working-but-can-log-into-openrov-and-web-site-functions/839,0,143,"
             2014-03-03 13:21:31 UTC
           "
Preliminary Propeller Efficiency Testing,https://forum.openrov.com/t/preliminary-propeller-efficiency-testing/1686,21,5.4k,"
             2013-06-22 19:29:04 UTC
           "
